Archivaliensignatur,Datierung von(Zahl),Datierung bis(Zahl),Datierung (Text),Klassifikationsgruppe,Aktentitel,Enthält-Vermerk,Umfang der Akte (Blattzahl),Sortierfeld (intern)
F 15963,19390101,19391231,1939,13.12 Firmen L,"Librairie Encyclopédique, Inhaber Lucienne Fossion und Edmond Leyenberger, Brüssel (Belgien)",,13 Bl.,Librairie Encyclopédique
F 15964,19390101,19501231,1939 - 1950,13.25 Firmen V,"Verlag ""Geist und Schönheit"" Rudolf Glöss K.-G., Dresden, später Richard Danehl, Leipzig",,58 Bl.,Verlag Geist und Schönheit
F 15965,19390101,19391231,1939,13.09 Firmen I,"Imhoff, Joseph, Leihbücherei, Papeterie, Moutier (Schweiz)","Enthält nur: Ausschnitt aus dem ""Anzeiger für den schweizerischen Buchhandel"", Nr. 7 vom 10.04.1939.",1 Bl.,"Imhoff, Joseph"
F 15966,19390101,19411231,1939 - 1941,13.13 Firmen M,"""Movag"" Modenverlag A.-G., Glarus, später Zürich (Schweiz)","Enthält nur: Drei Ausschnitt aus dem ""Anzeiger für den schweizerischen Buchhandel"".",3 Bl.,Movag Modenverlag
F 15967,19390101,19391231,1939,13.05 Firmen E,"Les Editions du Moghres, Casablanca (Marokko)","Enthält nur: Abschrift einer Anzeige aus ""Bibliographie de la France"", Nr. 13 vom 31.3.1939.",1 Bl.,Editions du Moghres Les
F 15968,19390101,19391231,1939,13.12 Firmen L,"Librairie Fuhrmann, Paris (Frankreich)","Enthält nur: Abschrift einer Anzeige aus ""Bibliographie de la France"", Nr. 13 vom 31.3.1939.",1 Bl.,Librairie Fuhrmann
F 15969,19390101,19391231,1939,13.05 Firmen E,"Editions la Bourdonnais, Paris (Frankreich)","Enthält nur: Abschrift einer Anzeige aus ""Bibliographie de la France"", Nr. 14 vom 7.4.1939.",1 Bl.,Editions la Bourdonnais
F 15970,19390101,19391231,1939,13.01 Firmen A,"de Azevedo, Paulo, & Co., Rio de Janeiro (Brasilien)",Enthält nur: Erwähnung der Firma auf einer Sammelliste mit Firmenabfragen.,2 Bl.,"Azevedo, Paulo de"
F 15971,19390101,19391231,1939,13.23 Firmen T,"Thacker & Co. Ltd., Buchhandlung, Bombay (Mumbai, Indien)",Enthält nur: Erwähnung der Firma auf einer Sammelliste mit Firmenabfragen.,2 Bl.,Thacker & Co.
F 15972,19390101,19391231,1939,13.26 Firmen W,"World Press Syndicate, Kopenhagen (Dänemark)",,3 Bl.,World Press Syndicate
F 15973,19390101,19391231,1939,13.05 Firmen E,"Eason & Son Ltd., Verlag und Buchhandlung, Dublin (Irland)",Enthält nur: Erwähnung der Firma auf einer Sammelliste mit Firmenabfragen.,2 Bl.,Eason & Son
F 15974,19390101,19391231,1939,13.28 Firmen Y,"Young & Sons, Henry, Buchhandlung, Liverpool (Großbritannien)",Enthält nur: Erwähnung der Firma auf einer Sammelliste mit Firmenabfragen.,2 Bl.,"Young & Sons, Henry"
F 15975,19350101,19431231,1935 - 1943,13.13 Firmen M,"Moser's Verlag, Ulrich, Inhaber Pressverein Graz, Graz (Österreich)",,33 Bl.,"Mosers Verlag, Ulrich"
F 15976,19390101,19391231,1939,13.06 Firmen F,"Fenner, Fritz, Leihbuchhändler, Stolp","Enthält nur: Ausschluss aus der Reichsschrifttumskammer, mitgeteilt im Börsenblatt (Ausschnitt) Nr. 93 vom 22.4.1939.",1 Bl.,"Fenner, Fritz"
F 15977,19390101,19441231,1939 - 1944,13.06 Firmen F,"Frohms, August, Buch- und Zeitschriftenhandlung, Celle",,6 Bl.,"Frohms, August"
F 15978,19390101,19391231,1939,13.15 Firmen O,"Olthoff, Johannes, Bahnhofsbuchhandlung, Leer",,5 Bl.,"Olthoff, Johannes"
F 15979,19390101,19481231,1939 - 1948,13.20 Firmen Sch,"Scherch, Alexander, Buch- und Schreibwarenhandlung, Zwickau",,27 Bl.,"Scherch, Alexander"
F 15980,19390101,19431231,1939 - 1943,13.06 Firmen F,"Fischer, Margarete, Leihbücherei, Buchverkauf, Hamburg, später Hanstedt",,3 Bl.,"Fischer, Margarete"
F 15981,19390101,19391231,1939,13.26 Firmen W,"Wittenborn & Co., Buchhandlung, Antiquariat, New York (USA)",,4 Bl.,Wittenborn & Co.
F 15982,19390101,19391231,1939,13.11 Firmen K,"Kraume, A., Düsseldorf",Enthält nur: Anfrage wegen einer möglichen Mitgliedschaft im Börsenverein.,2 Bl.,"Kraume, A."
F 15983,19360101,19391231,1936 - 1939,13.01 Firmen A,"""Apollo"" Uitgeverij, Inhaber G. Th. Rotman, Den Haag (Niederlande)",,12 Bl.,Apollo
F 15984,19390101,19491231,1939 - 1949,13.09 Firmen I,"Ihl & Co., Karl, Fachzeitschriften-Verlag und Buchdruckerei, Asch-Franzensbad, später Coburg",,26 Bl.,"Ihl & Co., Karl"
F 15985,19390101,19391231,1939,13.05 Firmen E,"Editorial la Campana, Buenos Aires (Argentinien)",,3 Bl.,Editorial la Campana
F 15986,19390101,19391231,1939,13.11 Firmen K,"Kron, M., Leihbücherei, Buchverkauf, Inhaberin Barbara Kron, Essen",,3 Bl.,"Kron, M."
F 15987,19390101,19491231,1939 - 1949,13.18 Firmen R,"Reder, Ernst, Sortimentsbuchhandlung, Antiquariat, Hamburg",,13 Bl.,"Reder, Ernst"
F 15988,19370101,19441231,1937 - 1944,13.18 Firmen R,"Reckendorf-Verlag, Hermann, Berlin",Enthält u. a.: Hinweis auf die Firma als jüdisches Unternehmen.,9 Bl.,"Reckendorf-Verlag, Hermann"
F 15989,19390101,19391231,1939,13.03 Firmen C,"Chambers, W. & R., Ltd., Verlag, London und Edinburgh (Großbritannien)","Enthält u. a.: Zwei Presseartikel und eine Anzeige in der ""Times"".",4 Bl.,"Chambers, W. & R."
F 15990,19390101,19391231,1939,13.04 Firmen D,"Drummond, Lindsay, Verlag, London (Großbritannien)","Enthält nur: Presseartikel in der ""Times"" und die Abschrift einer Verlagsanzeige.",2 Bl.,"Drummond, Lindsay"
F 15991,19390101,19391231,1939,13.05 Firmen E,"Elek, Paul, Verlag, Budapest (Ungarn)",Enthält nur: Mitteilung des Reichsverbandes der deutschen Zeitschriften-Verleger Nr. 7 vom 22.4.1939.,1 Bl.,"Elek, Paul"
F 15992,19390101,19391231,1939,13.11 Firmen K,"Kuranda, Ludwig, Zürich (Schweiz)",,4 Bl.,"Kuranda, Ludwig"
F 15993,19390101,19391231,1939,13.15 Firmen O,"Obermann, Richard, Verlag und Grossdruckerei, Krefeld",Enthält nur: Anfrage wegen der Mitgliedschaft im Börsenverein.,2 Bl.,"Obermann, Richard"
F 15994,19390101,19391231,1939,13.04 Firmen D,"Deutsch-Rumänisches Kulturinstitut ""Simion Mandrescu"", Bukarest (Rumänien)",,14 Bl.,Deutsch-Rumänisches Kulturinstitut
F 15995,19390101,19391231,1939,13.13 Firmen M,"Meyer, Dr. Karl, Buch-, Kunst- und Musikalienhandlung, Geschäftsführer Hans Schindler, Wien (Österreich)",,9 Bl.,"Meyer, Karl Dr. "
F 15996,19390101,19411231,1939 - 1941,13.08 Firmen H,"Heitz Verlag G.m.b.H., Geschäftsführer Paul Heitz, Berlin",,29 Bl.,Heitz Verlag
F 15997,19390101,19421231,1939 - 1942,13.06 Firmen F,"Friedmann, Nikolaus, Buch- und Zeitschriftenhandlung, Budapest (Ungarn)",Enthält u. a.: Hinweis auf die jüdische Herkunft des Inhabers.,13 Bl.,"Friedmann, Nikolaus"
F 15999,19390101,19501231,1939 - 1950,13.26 Firmen W,"Witzel, Walter, Verlag und Vertrieb, Essen",,34 Bl.,"Witzel, Walter"
F 16000,19390101,19571231,1939 - 1957,13.07 Firmen G,"Grebe (verh. Hubrig), Elisabeth, Leihbücherei und Buchverkauf, Erfurt",,28 Bl.,"Grebe, Elisabeth"
F 16001,19250101,19261231,1925 - 1926,13.01 Firmen A,"Amsterdamsche Boek-Centrale v/h M. Tokkie jr., Amsterdam (Niederlande)",,6 Bl.,Amsterdamsche Boek-Centrale
F 16002,19420101,19421231,1942,13.22 Firmen St,"Svenska Pressbyran Aktiebolaget, Stockholm (Schweden)","Enthält nur: Abschrift eines Schreibens der Firma Wennergren-Williams A./B., Stockholm. ",1 Bl.,Svenska Pressbyran
F 16003,19390101,19391231,1939,13.19 Firmen Sa,"""Sanitor"" Adolf Grebing, Versandgeschäft, Wiesbaden",Enthält nur: Anfrage wegen einer möglichen Mitgliedschaft im Börsenverein. ,1 Bl.,Sanitor Wiesbaden
F 16004,19390101,19391231,1939,13.02 Firmen B,"Bayerl, Felix, Leihbücherei, Wien (Österreich)",,2 Bl.,"Bayerl, Felix"
F 16005,19390101,19401231,1939 - 1940,13.20 Firmen Sch,"Schmidt, Herbert, Leihbücherei, Buchverkauf, Berlin",,2 Bl.,"Schmidt, Herbert"
F 16006,19390101,19421231,1939 - 1942,13.18 Firmen R,"""Renova"", Buchhandlung, Löwen (Belgien)",,4 Bl.,Renova
F 16007,19390101,19391231,1939,13.20 Firmen Sch,"Schaumberg, D., Verlagsvertretung, Haifa (Israel)",,3 Bl.,"Schaumberg, D."
F 16008,19340101,19441231,1934 - 1944,13.11 Firmen K,"Kratina, Josip, Schulbuch- und Papierhandlung, Antiquariat, Agram (Zagreb, Jugoslavien)",,9 Bl.,"Kratina, Josip"
F 16009,19340101,19441231,1934 - 1944,13.03 Firmen C,"Celap, Anna, Verlag, Buch- und Papierhandlung, Antiquariat, Agram (Zagreb, Jugoslavien)",,35 Bl.,"Celap, Anna"
F 16010,19360101,19401231,1936 - 1940,13.25 Firmen V,"Verlag ""Deutsches Wollen"" G.m.b.H., i. L., Inhaber Metten & Co., Erwin, Berlin",,5 Bl.,Verlag Deutsches Wollen
F 16011,19390101,19391231,um 1939,13.13 Firmen M,"""Morgenglocken"" Kinderzeitschrift J. P. Greich, Dommeldingen (Luxemburg)","Enthält nur: Ausschnitt aus den ""Vertraulichen Mitteilungen"" für die Fachschaft Verlag.",1 Bl.,Morgenglocken
F 16012,19390101,19391231,um 1939,13.11 Firmen K,"Kuhn, Dr. Alfred, Autor, Kappel","Enthält nur: Ausschnitt aus den ""Vertraulichen Mitteilungen"" für die Fachschaft Verlag.",1 Bl.,"Kuhn, Alfred Dr. "
F 16013,19390101,19411231,1939 - 1941,13.16 Firmen P,"Pfannstiel, Arthur S., o. O.","Enthält nur: Zwei Ausschnitte aus den ""Vertraulichen Mitteilungen"" für die Fachschaft Verlag.",2 Bl.,"Pfannstiel, Arthur S."
F 16014,19390101,19391231,1939,13.02 Firmen B,"Bräunlich, Theodor, Jena","Enthält nur: Ausschnitt aus dem ""Vertraulichen Verzeichnis von Schuldnern"" Nr. 45 vom 22.4.1939.",1 Bl.,"Bräunlich, Theodor"
F 16015,19350101,19441231,1935 - 1944,13.02 Firmen B,"Bücherfreunde Basel Genossenschaft, Buchhandlung, Antiquariat, Verlag, Direktor D. L. Spengler, Basel (Schweiz)",,109 Bl.,Bücherfreunde Basel
F 16016,19390101,19391231,1939,13.01 Firmen A,"Association des Chimistes de Sucrerie, Paris (Frankreich)",,7 Bl.,Association des Chimistes
F 16017,19390101,19391231,1939,13.23 Firmen T,"Technische Hochschule ""M. R. Stefánik"", Bibliothek, Turc Sv. Martin (Slovakei)",,14 Bl.,Technische Hochschule Turc
F 16018,19390101,19441231,1939 - 1944,13.02 Firmen B,"Bücherstube Holzner, Inhaber Karl Milkereit, Buch- und Zeitschriftenhandlung, Leihbücherei, Braunsberg (Braniewo, Polen)",,18 Bl.,Bücherstube Holzner
F 16019,19390101,19421231,1939 - 1942,13.01 Firmen A,"Antikvaario, Oy., Helsinki (Finnland)",,4 Bl.,"Antikvaario, Oy."
F 16020,19390101,19391231,1939,13.02 Firmen B,"Buck, Eugen, vorm. Eugen Hutzler, Buchhandlung am Markt, Reutlingen",,19 Bl.,"Buck, Eugen"
F 16021,19390101,19561231,1939 - 1956,13.02 Firmen B,"Buske Nachf., Hans, Inhaber Ludwig Kichler, Verlagsbuchhandlung, Darmstadt ",,21 Bl.,"Buske, Hans Nachf."
F 16022,19390101,19431231,1939 - 1943,13.25 Firmen V,"Verlag ""Die Heimbücherei"" John Jahr, Geschäftsführer Fritz Nunnemann, Verlagsbuchhandlung, Berlin",,33 Bl.,Verlag Die Heimbücherei
F 16023,19390101,19501231,1939 - 1950,13.29 Firmen Z,"Zeitschriften-Junk, Buch- und Zeitschriften-Grossvertrieb, Bahnhofsbuchhandlungen, Inhaber Emil Junk, Trier",,47 Bl.,Zeitschriften-Junk
F 16024,19390101,19391231,1939,13.21 Firmen Se,"Soldan'sche Verlagsbuchhandlung, Sigmund, Inhaber August Zemsch, später Marie Rupprecht, Nürnberg",,1 Bl.,"Soldansche Verlagsbuchhandlung, Sigmund"
F 16025,19360101,19471231,1936 - 1947,13.23 Firmen T,"Thüringische Verlagsanstalt Karl Basch, vormals Geraer Verlagsanstalt & Druckerei Karl Basch & Co., Gera",,35 Bl.,Thüringische Verlagsanstalt
F 16026,19390101,19391231,1939,13.18 Firmen R,"Rodrigues, Joao, Buchhandlung, Natal (Brasilien)","Enthält auch: Material zur Firma Rodrigues, Lissabon, Bl. 1.",5 Bl.,"Rodrigues, Joao"
F 16027,19390101,19401231,1939 - 1940,13.01 Firmen A,"""Annabelle"", Modezeitschrift der Annoncen-Agentur Senger sowie Fretz & Wasmuth, Zürich (Schweiz)",,7 Bl.,Annabelle 
F 16028,19390101,19391231,1939,13.22 Firmen St,"Steiniger, Kundenzeitschrift, Wien (Österreich)",Enthält nur: Erwähnung der Sache in der Aktennotiz einer Besprechung in Berlin.,1 Bl.,Steiniger Wien
F 16029,19390101,19421231,1939 - 1942,13.05 Firmen E,"Editorial Salvat S.A., Barcelona (Spanien)",,5 Bl.,Editorial Salvat
F 16030,19390101,19441231,1939 - 1944,13.12 Firmen L,"Libreria General y Editorial D. Luis Boya, Saragossa (Spanien)",,13 Bl.,Libreria General y Editorial
F 16031,19390101,19421231,1939 - 1942,13.16 Firmen P,"Przygrodzki, Anna, Buchhandlung, Bielitz (Bielsko, Polen)",,4 Bl.,"Przygrodzki, Anna"
F 16032,19390101,19451231,1939 - 1945,13.05 Firmen E,"Editorial Juventud S.A., Verlag, Barcelona (Spanien)",,34 Bl.,Editorial Juventud
F 16033,19390101,19391231,1939,13.07 Firmen G,"Grand Magasin H. Leuthold, Buchhandlung, Gemischtwaren, Brunnen (Schweiz)","Enthält nur: Ausschnitt aus dem ""Anzeiger für den schweizerischen Buchhandel"", Nr. 8 vom 25.04.1939.",1 Bl.,Grand Magasin H. Leuthold
F 16034,19390101,19401231,1939 - 1940,13.11 Firmen K,"Kulturverlag Zürich A. Gretler, Verlag und Buchvertrieb, Zürich (Schweiz)","Enthält nur: Zwei Ausschnitte aus dem ""Anzeiger für den schweizerischen Buchhandel"".",2 Bl.,Kulturverlag Zürich
F 16035,19390101,19391231,1939,13.13 Firmen M,"Murbach, Emil, Buchhandlung und Papeterie, Zürich (Schweiz)","Enthält nur: Ausschnitt aus dem ""Anzeiger für den schweizerischen Buchhandel"" Nr. 8 vom 25.4.1939.",1 Bl.,"Murbach, Emil"
F 16036,19390101,19401231,1939 - 1940,13.07 Firmen G,"Gesellschaft für Verlag von wissenschaftlichen Werken A.-G., Zug (Schweiz)","Enthält nur: Zwei Ausschnitte aus dem ""Anzeiger für den schweizerischen Buchhandel"".",2 Bl.,Gesellschaft für Verlag von wissenschaftlichen Werken
F 16037,19390101,19391231,1939,13.16 Firmen P,"Paneuropa-Verlag A.-G., Glarus (Schweiz)","Enthält nur: Ausschnitt aus dem ""Anzeiger für den schweizerischen Buchhandel"" Nr. 8 vom 25.4.1939.",1 Bl.,Paneuropa-Verlag
F 16038,19390101,19481231,1939 - 1948,13.05 Firmen E,"Eifler, Adolf, Buchhandlung und Antiquariat, Wien (Österreich)",,3 Bl.,"Eifler, Adolf"
F 16039,19370101,19391231,1937 - 1939,13.26 Firmen W,"Wyss Erben A.-G., K. J., Verlagsbuchhandlung und Buchdruckerei, Bern (Schweiz)",,3 Bl.,"Wyss Erben A.-G., K. J."
F 16040,19390101,19391231,1939,13.18 Firmen R,"Royal Institute of International Affairs, London (Großbritannien)",,2 Bl.,Royal Institute of International Affairs
F 16041,19390101,19391231,1939,13.01 Firmen A,"Agence de Presse et de Publikation de l'Europe Centrale, Prag (Tschechien)",,2 Bl.,Agence de Presse
F 16042,19390101,19441231,1939 - 1944,13.03 Firmen C,"Csallner, Oskar, Reise- und Versandbuchhandlung, Bukarest (Rumänien)",,78 Bl.,"Csallner, Oskar"
F 16043,19390101,19391231,1939,13.14 Firmen N,"Nederlandsche Keurboekerij N.V., Amsterdam (Niederlande)",Enthält nur: Einen Presseartikel und die Abschrift einer Verlagsanzeige.,2 Bl.,Nederlandsche Keurboekerij
F 16044,19390101,19391231,1939,13.07 Firmen G,"Gerhardt's Buch- und Landkartenhandlung, Inhaber Karl-Heinz Gerhardt, Berlin",,19 Bl.,Gerhardts Buch- und Landkartenhandlung
F 16045,19390101,19401231,1939 - 1940,13.13 Firmen M,"Meyer ""Auswahl"" G.m.b.H., E. L., Abt. Buchverkauf, Geschäftsführer Johann Jens, Hildesheim",,2 Bl.,Meyer Auswahl
F 16046,19390101,19391231,1939,13.25 Firmen V,"Verlag des Reichskolonialbundes, München",Enthält nur: Anzeigenseite aus dem Börsenblatt Nr. 106 vom 9.5.1939.,1 Bl.,Verlag des Reichskolonialbundes
F 16047,19390101,19421231,1939 - 1942,13.02 Firmen B,"Bianchi, O., Buchhandlung und Verlag, Bukarest (Rumänien)",,6 Bl.,"Bianchi, O."
F 16048,19390101,19401231,1939 - 1940,13.23 Firmen T,"Trefzer, Olga, Literatur-Club, Büchervertrieb, Basel (Schweiz)",,16 Bl.,"Trefzer, Olga"
F 16049,19390101,19391231,1939,13.18 Firmen R,"Richter, Kurt, Wero-Verlag, Bad Kunnersdorf",Enthält nur: Anfrage wegen einer möglichen Mitgliedschaft im Börsenverein.,2 Bl.,"Richter, Kurt"
F 16050,19390101,19391231,1939,13.12 Firmen L,"Librairie ""Gymnase Pankyprion"", Nikosia (Zypern)",Enthält nur: Firmenabfrage nach Bestellung.,3 Bl.,Librairie Gymnase Pankyprion
F 16051,19390101,19531231,1939 - 1953,13.04 Firmen D,"Dörfer, Max, Versandbuchhandlung, Zwenkau",,35 Bl.,"Dörfer, Max"
F 16052,19410101,19461231,1941 - 1946,13.01 Firmen A,"Antikomintern-Buchhandlung Karl J. Albrecht, Berlin",,49 Bl.,Antikomintern-Buchhandlung
F 16053,19390101,19391231,1939,13.08 Firmen H,"Hoehn, Grete, Buchhandlung, Rio de Janeiro (Brasilien)",,8 Bl.,"Hoehn, Grete"
F 16054,19380101,19391231,1938 - 1939,13.23 Firmen T,"""De Telegraaf"", Zeitung, Amsterdam (Niederlande)",,4 Bl.,Telegraaf De
F 16055,19390101,19491231,1939 - 1949,13.20 Firmen Sch,"Schlüter, Franz, Zeitungsverlag und Buchdruckerei, Buch- und Papierhandlung, Bad Essen",,23 Bl.,"Schlüter, Franz"
F 16056,19390101,19391231,1939,13.16 Firmen P,"Plowright, Ch., Cosmopolitan Service, Toronto (Kanada)",,3 Bl.,"Plowright, Ch."
F 16057,19390101,19481231,1939 - 1948,13.02 Firmen B,"Brosius, Willi, Leihbücherei, Buchverkauf, Berlin",,11 Bl.,"Brosius, Willi"
F 16058,19390101,19491231,1939 - 1949,13.18 Firmen R,"Rotermund, Conrad, Buch- und Zeitschriftenvertrieb, Hamburg",,49 Bl.,"Rotermund, Conrad"
F 16059,19390101,19391231,1939,13.12 Firmen L,"Ludwig, Willy, Leihbücherei, Buchverkauf, Hamburg",Enthält nur: Erwähnung der Firma in einem Schreiben des Präsidenten der Reichsschrifttumskammer.,1 Bl.,"Ludwig, Willy"
F 16060,19390101,19521231,1939 - 1952,13.11 Firmen K,"Kranert, Fritz, Buchhandlung, Zeitschriftenvertrieb, Triebes",,19 Bl.,"Kranert, Fritz"
F 16061,19390101,19391231,1939,13.18 Firmen R,"Roock, Wilhelm, Buchverleih ""Record"", Leihbücherei, Buchverkauf, Hamburg",Enthält nur: Erwähnung der Firma in einem Schreiben des Präsidenten der Reichsschrifttumskammer.,1 Bl.,"Roock, Wilhelm"
F 16062,19390101,19391231,1939,13.05 Firmen E,"Emde, Fr. Heinr., Buchverkauf, Inhaberin Anna Emde, Wuppertal-Elberfeld",Enthält nur: Erwähnung der Firma in einem Schreiben der Reichsschrifttumskammer.,1 Bl.,"Emde, Fr. Heinr."
F 16064,19390101,19391231,1939,13.23 Firmen T,"Topitsch, Artur, Buchverkauf, Oppeln (Opole, Polen)",Enthält nur: Erwähnung der Firma in einem Schreiben der Reichsschrifttumskammer.,1 Bl.,"Topitsch, Artur"
F 16065,19390101,19501231,1939 - 1950,13.01 Firmen A,"Arnold, Ernst, Verlag, Inhaber Helmut Arnold, Dortmund",,12 Bl.,"Arnold, Ernst"
F 16066,19390101,19491231,1939 - 1949,13.23 Firmen T,"Teml, geb. Friedrich, Gisela, vorm. Gustav Peters, Buchversand, Lage",,9 Bl.,"Teml, Gisela"
F 16067,19390101,19391231,1939,13.16 Firmen P,"Parttart, Stefanie, Leihbücherei, Buchverkauf, Wien (Österreich)",Enthält nur: Erwähnung der Firma in einem Schreiben des Präsidenten der Reichsschrifttumskammer.,1 Bl.,"Parttart, Stefanie"
F 16068,19390101,19401231,1939 - 1940,13.02 Firmen B,"Burk, C. D., Buch-Grosshandel, Inhaber Walter Ege, Stuttgart",Enthält u. a.: Erwähnung der Firma in einem Schreiben des Präsidenten der Reichsschrifttumskammer.,2 Bl.,"Burk, C. D."
F 16069,19390101,19421231,1939 - 1942,13.26 Firmen W,"Wisberger, Fritz, Reise- und Versandbuchhandlung, Wien (Österreich)",,10 Bl.,"Wisberger, Fritz"
F 16071,19390101,19491231,1939 - 1949,13.11 Firmen K,"Kirschbaum, Josef, Buch-, Kunst-, Papier- und Schreibwarenhandlung, Rheydt",,24 Bl.,"Kirschbaum, Josef"
F 16072,19390101,19391231,1939,13.02 Firmen B,"Bureau d'Editions, Verlag, Paris (Frankreich)","Enthält nur: Abschrift einer Anzeige aus ""Bibliographie de la France"", Nr. 17 vom 28.4.1939.",1 Bl.,Bureau d'Editions
F 16073,19390101,19491231,1939 - 1949,13.23 Firmen T,"Trifels-Verlag Karl Friedrich Meckel, Buch-, Zeitschriften-und Kunstverlag, Kaiserslautern",,38 Bl.,Trifels-Verlag
F 16074,19390101,19391231,1939,13.10 Firmen J,"Jani, St. & B. Laib, Zeitschriftenvertrieb, Verlagsvertretung, Bukarest (Rumänien)",,4 Bl.,"Jani, St. und B. Laib"
F 16075,19390101,19391231,1939,13.12 Firmen L,"Landesausstellungs-Buchhandlung, Zürich (Schweiz)",,6 Bl.,Landesausstellungs-Buchhandlung Zürich
F 16076,19390101,19411231,1939 - 1941,13.12 Firmen L,"Libreria Lippmann, Lugano (Schweiz)",,9 Bl.,Libreria Lippmann
F 16077,19370101,19401231,1937 - 1940,13.11 Firmen K,"Kramer-Verlag, G., Hamburg",,6 Bl.,"Kramer-Verlag, G."
F 16078,19390101,19391231,1939,13.02 Firmen B,"Black, A. & C., Publishers, Archibald A. G. Black, London (Großbritannien)","Enthält nur: Presseartikel in der ""Times"" und die Abschrift einer Mitteilung aus ""The Publishers Weekly"".",2 Bl.,"Black, A. & C."
F 16079,19390101,19391231,1939,13.02 Firmen B,"Buchkunst Robert Fröhlich & Co., Buchdruckerei, Berlin",Enthält nur: Ausschnitt aus dem Deutschen Reichsanzeiger Nr. 108 vom 12.05.1939.,1 Bl.,Buchkunst Robert Fröhlich & Co.
F 16080,19390101,19451231,1939 - 1945,13.16 Firmen P,"Peschel, Richard, Buch- und Papierhandlung, Buchdruckerei, Hultschin (Hlucín, Tschechien)",,12 Bl.,"Peschel, Richard"
F 16081,19390101,19391231,1939,13.20 Firmen Sch,"Schaefer, Ernst, Gerdauener Zeitung, Buch- und Papierhandlung, Buchdruckerei, Gerdauen",,2 Bl.,"Schaefer, Ernst"
F 16082,19390101,19411231,1939 - 1941,13.22 Firmen St,"Steinbock, Edmund, Buch-, Musikalien-, Kunst- und Papierhandlung, Antiquariat, Wien (Österreich)",,14 Bl.,"Steinbock, Edmund"
F 16083,19390101,19391231,1939,13.25 Firmen V,"Verlag Lackerbauer & Viechtach, Inhaber Dr. Hans Rixner, Berlin",Enthält nur: Firmenabfrage.,2 Bl.,Verlag Lackerbauer & Viechtach
F 16084,19390101,19391231,1939,13.26 Firmen W,"""Wiedza lekarska"", Warschau (Polen)",,7 Bl.,Wiedza lekarska
F 16085,19390101,19391231,1939,13.08 Firmen H,"Hess, Karl, Christliche Buchhandlung, Remscheid",,2 Bl.,"Hess, Karl"
F 16086,19390101,19431231,1939 - 1943,13.01 Firmen A,"Arnold, Josef, Reise- und Versandbuchhandlung, Inhaber Josef und Maria Arnold, Wien (Österreich)",,11 Bl.,"Arnold, Josef"
F 16087,19390101,19391231,1939,13.21 Firmen Se,"The Sherwood Press, Verlagsvertretung, Cleveland (USA)",,4 Bl.,Sherwood Press The 
F 16088,19390101,19391231,1939,13.22 Firmen St,"Star Woodworks A. Haertle, Vancouver (Kanada)",,4 Bl.,Star Woodworks
F 16089,19390101,19391231,1939,13.03 Firmen C,"Cousinery, Edouard, Express Book Service, Monte Carlo (Monaco)",,6 Bl.,"Cousinery, Edouard"
F 16090,19390101,19441231,1939 - 1944,13.01 Firmen A,"Ahlén & Akerlund Förlagsaktiebolag, Stockholm (Schweden)",,8 Bl.,Ahlén & Akerlund
